,Ticket,Problem_Abstract,Ticket_Type,Team,Ticket_Opened_Date,Ticket_Closed
4391,312261340,"ISE Kyndryl | Migrating the IBM site HJ5 to Kyndryl,Radius key add Support. ",User,Cisco ISE,8/3/2022 16:50,8/8/2022 20:57
4392,312261770,Reopening closed unsolved ticket #246164,User,Unified Desktop (UD),8/3/2022 16:59,8/16/2022 22:50
4393,312262133,Errors updating tickets and loading tickets,User,Unified Desktop (UD),8/3/2022 17:07,8/3/2022 20:25
4394,312263074,US ONLY - USAF: Cisco Firepower 9300. FXOS are not certified in SMARTS,User,SMARTS/GFP_CPE,8/3/2022 17:33,10/20/2022 14:39
4395,312264214,One Button Test is failing.,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",8/3/2022 17:58,8/3/2022 21:33
4396,312265900,Proof of 180 days of syslogs for Altrial account,User,NagiosXI,8/3/2022 18:47,8/17/2022 16:22
4397,312266116,RCAP website has been down several days.  Need application team to check the web page. ,User,RCAP,8/3/2022 18:55,9/1/2022 0:24
4398,312266740,BSO Support Request,User,IBM BSO RADIUS,8/3/2022 19:11,8/4/2022 16:20
4399,312267007,"My view when opening all tickets has changed to ""READ ONLY"" and I can no longer enter notes and work in UD. This needs to change to READ/WRITE access for State of CA, US and MOW (Most of World).",User,Unified Desktop (UD),8/3/2022 19:21,8/3/2022 19:46
4400,312267261,Alert/Ticket not generated,User,SMARTS/GFP_CPE,8/3/2022 19:33,8/4/2022 21:40
4401,312267487,"Unable to pull ""ENOC AOTS - EMUX/EMT/ENV AD"" worklist ",User,Unified Desktop (UD),8/3/2022 19:39,8/7/2022 17:56
4403,312279239,Ticket flooding from poller rlpv13558,User,Unified Desktop (UD),8/4/2022 0:54,8/7/2022 17:56
4404,312279690,Having error to open certain worklist on Unified Desktop Sometimes getting this error SQL_ERROR : Unable to process due to DB Error ,User,Unified Desktop (UD),8/4/2022 1:07,8/17/2022 14:16
4406,312287828,GTAC report ,User,GTAC,8/4/2022 7:26,8/4/2022 12:58
4407,312289671,Need to verify monitoring status of some of the devices on iGEMS Poller ,User,iGEMS CoE,8/4/2022 8:36,8/5/2022 7:03
4408,312292639,Monitor the following servers and log files for S1 M&R servers,User,NagiosXI,8/4/2022 11:19,8/15/2022 11:04
4411,312297237,Got hit with tickets for Wolter Kluewer and it was showing impacted devices that were not even flexware not sure what happened,User,SMARTS/GFP_CPE,8/4/2022 15:24,8/25/2022 23:05
4412,312298136,"some limitations for my account, have to be fixed",User,VitalNet Problems or Errors,8/4/2022 15:50,8/9/2022 9:25
4413,312299838,NO ALERT OR AUTO DETECT TICKET GENERATED FOR BGP SESSION DOWN ON MANAGED ROUTER  USPFIASCFNC01R01,User,SMARTS/GFP_CPE,8/4/2022 16:42,8/31/2022 15:11
4414,312300643,Request to add switch port to Monitoring ,User,SMARTS/GFP_CPE,8/4/2022 17:10,8/5/2022 16:20
4415,312300910,Can not access the State of Michigan Account via Action webpage ,User,ACTION Web,8/4/2022 17:19,8/8/2022 21:19
4416,312301159,ATTUID for separated employee is still in associated application ,User,"GTAC - Account issues, password change",8/4/2022 17:25,8/4/2022 22:15
4417,312301539,9 orders need to be removed from the Pending RIB report - they are either complete or have been canceled.,User,Global Delivery Data & Analytics,8/4/2022 17:35,8/18/2022 20:56
4418,312301910,"profile shows 'TERMINATED""; I just returned to AT&T as a contractor ",User,"GTAC - Account issues, password change",8/4/2022 17:46,8/4/2022 19:30
4419,312304124,Could you add ticketing to the rest of the M&R S1 suite Collectors listed ?,User,NagiosXI,8/4/2022 18:52,9/23/2022 22:19
4420,312306171,Altria QRADAR Syslog Change,User,Cisco ISE - Other,8/4/2022 19:55,8/11/2022 20:52
4421,312308412,Unable to access xxxxxxx ,User,RCAP,8/4/2022 21:09,8/10/2022 22:12
4422,312310068,Change attribute-value pair service tag for MSS_GSG_MFLFF,User,GTAC - Other,8/4/2022 22:11,10/25/2022 16:59
4424,312313251,Active show locked cannot change password ,User,"GTAC - Account issues, password change",8/5/2022 0:19,8/5/2022 0:42
4425,312317062,Need to have the Windows OBMService Restarted on NCDURH4CDIOBA01 (xxxxxxx),User,CDI OBM,8/5/2022 4:00,8/5/2022 5:02
4426,312318217,Device down not alerted/created ticket,User,SMARTS/GFP_CPE,8/5/2022 5:36,8/23/2022 8:22
4427,312318894,onboard script issue ,User,GESS SDWAN Support - Customer Onboarding,8/5/2022 6:29,9/1/2022 10:35
4428,312323709,Automation sending tickets to wrong team,User,Unified Desktop (UD),8/5/2022 11:30,10/11/2022 11:49
4429,312325126,Requesting Alarm Suppression for State Farm Insurance starting at 7pm cdt on Friday (8/05)and ending at 6am on Monday (8/08).,User,SMARTS/GFP_CPE,8/5/2022 13:42,8/8/2022 14:48
4430,312325148,GE5 link down but didn't receive any ticket.Asset: NBMI0782SB01AAlias : USCITFFMIMI0101UJZZ01,User,Unified Desktop (UD),8/5/2022 13:42,9/8/2022 14:53
4431,312328627,minor update,User,Home Grown Phone Home Server (HGPHS),8/5/2022 15:51,8/19/2022 23:04
4432,312329628,Request support for AU BSO Firewall v3 server migration,User,IBM BSO RADIUS,8/5/2022 16:18,8/8/2022 17:15
4433,312330450,SNMP traps not clearing on Steel Head.  SNMP users have been verified as configured and  Engine ID: 8000430b806b8b456762ea2350 confirmed to SH01 ,User,SMARTS/GFP_CPE,8/5/2022 16:49,8/5/2022 19:40
4434,312331033,Install check_smarts_brcontrol on all D1 MOW pollers,User,NagiosXI,8/5/2022 17:10,8/10/2022 22:32
4435,312332512,Manual Remove from Power BI ,User,Global Delivery Data & Analytics,8/5/2022 17:51,8/18/2022 20:18
4436,312335299,IPC Notes (ATTU) stage is failing in ATTU,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",8/5/2022 19:37,8/15/2022 18:25
4437,312336920,"I am currently shown as TERMINATED, and need to be marked active ",User,"GTAC - Account issues, password change",8/5/2022 20:36,8/9/2022 22:32
4438,312339839,Not able to login to the ACAT ,User,ACTION Suite - Other,8/5/2022 22:33,8/9/2022 22:41
4440,312355722,old password not working. need to reset the password ,User,ACS - Password reset,8/6/2022 15:57,8/22/2022 17:49
4441,312377455,Can't login via GTAC from Aug  7 23:22:35 (NW Device IP address is xxxxxxx) ,User,GTAC - Other,8/8/2022 3:58,8/9/2022 3:46
4443,312382093,GTAC - Grant Domain Report + Password Ruleset ,User,GTAC,8/8/2022 10:43,8/8/2022 11:40
4444,312382671,One off request : List of ANIRA devices for one client being listened to in US,User,SMARTS/GFP_CPE,8/8/2022 11:28,8/18/2022 9:12
4445,312382713,IGA EMEA ISE Device Add,User,CISCO ISE - Network Device Update/Add/Delete,8/8/2022 11:32,8/11/2022 16:25
4446,312383581,WEBCHECK  2.0 FAILED TO LOAD THE DATA ,User,DTAC/DSG Webcheck,8/8/2022 12:45,8/8/2022 16:55
4448,312384348,"When raising an external referral, getting AP Resource Limitation ",User,Unified Desktop (UD),8/8/2022 13:47,8/16/2022 10:38
4449,312385863,TIAA Customer Removal.  Please assign to Weichen Chang ,User,GTAC,8/8/2022 15:01,8/8/2022 18:16
4450,312386635,UD Missing Ticket Cat options,User,Unified Desktop (UD),8/8/2022 15:27,8/8/2022 21:21
4451,312387353,Poller bhxnm350 is not active,User,Unified Desktop (UD),8/8/2022 15:52,8/8/2022 17:31
4452,312388067,DEVICE VULNERABILITY - VIT1645571 - SLA DATE: 04/21/2021 ,User,ACTION Config Audits,8/8/2022 16:16,8/24/2022 0:57
4453,312388595,DEVICE VULNERABILITY - VIT2101875 - SLA DATE: 04/21/2021 ,User,ACTION Config Audits,8/8/2022 16:30,8/24/2022 0:55
4454,312388643,DEVICE VULNERABILITY - VIT2003799 - SLA DATE: 04/21/2021 ,User,ACTION Config Audits,8/8/2022 16:31,8/17/2022 17:00
4455,312388720,DEVICE VULNERABILITY - VIT5463124 - SLA DATE: 05/09/2022 ,User,ACTION Config Audits,8/8/2022 16:34,8/19/2022 19:28
4456,312388730,DEVICE VULNERABILITY - VIT6172922 - SLA DATE: 03/27/2022 ,User,ACTION Config Audits,8/8/2022 16:34,8/16/2022 22:52
4457,312388793,"Action Integrated look is not working, unable to search any asset or hostname.",User,ACTION Integrated Look Up,8/8/2022 16:36,8/10/2022 15:03
4458,312390439,"Unable to authenticate to server ncchar9msjsxa01, multiple users having same issue. DR server is working as expected. Tried password reset no change, also never received email from sysadmin that password change went thru. ",User,IGEMS Servers - WINDOWS - Access issues,8/8/2022 17:27,8/10/2022 15:38
4459,312391247,"GTAC Password Changed but then also not able to login secure CRT ssh getting permission denied ,kindly resolve this issue. ",User,GTAC,8/8/2022 17:53,8/15/2022 15:11
4460,312391299,Request to add report to refresh,User,Global Delivery Data & Analytics,8/8/2022 17:56,8/10/2022 19:51
4461,312396751,"Getting Error ""Notice: Undefined index: attuid"" while searching any Asset ID ",User,ACTION Web,8/8/2022 20:53,8/8/2022 22:33
4462,312396860,rlpv11240|Shared MLAN SDWAN||xxxxxxx|49201 tacacs ,User,GTAC - Other,8/8/2022 20:56,8/9/2022 22:29
4463,312398241,"PAM is unable to manage ""pk273g"" account on ""alceqaiseap01.pmusa.net"", Can you pls reset failed login attempts and also unlock account if the account is locked. ",User,Cisco ISE,8/8/2022 21:38,8/8/2022 23:11
4464,312398291,Need ID and access for jc2597  reinstated. to MNS Shared domain so that I can access the AVWOB Application,User,GTAC,8/8/2022 21:39,8/11/2022 0:57
4466,312409036,Please add the below WLC on Kyndryl Corporate & Guest ISE device ,User,Cisco ISE,8/9/2022 7:36,8/9/2022 10:17
4467,312410079,Request support for MY BSO Radius v3 migration,User,IBM BSO RADIUS,8/9/2022 8:33,8/11/2022 16:00
4468,312410098,Request support for Korea BSO Radius v3 migration,User,IBM BSO RADIUS,8/9/2022 8:36,9/16/2022 16:11
4469,312414461,Attn: Mohan,User,Global Delivery Data & Analytics,8/9/2022 14:01,8/9/2022 19:03
4470,312414476,Attn: Mohan - Revenue Recovery FFLOW ,User,Global Delivery Data & Analytics,8/9/2022 14:03,8/9/2022 18:52
4471,312414497,Attn: Mohan,User,Global Delivery Data & Analytics,8/9/2022 14:05,8/9/2022 18:59
4472,312415445,ACAT authentication link (URL) down,User,ACTION Suite - Other,8/9/2022 14:45,8/9/2022 17:15
4473,312417051,Lilly - ISE incident report for July 2022 ,User,SMARTS/GFP_CPE,8/9/2022 15:39,8/10/2022 15:41
4474,312418360,Custom monitoring for M&R servers in the SG_MandR_LOG (SG_MandR_LOG) service group ?,User,NagiosXI,8/9/2022 16:18,9/23/2022 22:32
4475,312421160,"Eli-Lilly Z2 ELLYISEELD7DC01.ema.lilly.com  (UK,Basingstoke)  IGEMS-NG Configuration ",User,Cisco ISE - Other,8/9/2022 17:38,8/9/2022 19:47
4476,312428681,"Not able to see customer data on M&R POD_D1, via eBig ",User,M&R,8/9/2022 21:42,8/11/2022 23:40
4477,312428865,Global Business Travel Services (VP0AAJ) link under M&R POD_D1 link takes me to an interface with a list of apparent random customers none of which are GBTS PCS group. ,User,M&R,8/9/2022 21:47,9/13/2022 10:25
4478,312429790,Unable to view CI manager screen in UD,User,Unified Desktop (UD),8/9/2022 22:23,8/22/2022 21:37
4481,312442873,"Hi Team,                  We have received multiple tickets for different poller in UD, could you please check & confirm is there any tool issue or anything else ",User,Unified Desktop (UD),8/10/2022 8:29,9/6/2022 11:08
4483,312445757,add new GTAC account ,User,GTAC,8/10/2022 11:20,8/11/2022 16:26
4484,312446966,F5 Load Balancer Backups failing for the IBM Power9/IGA BlueSky/Kyndryl Accounts ,User,ACTION Suite - Other,8/10/2022 12:23,9/6/2022 10:34
4485,312447919,Add new Cisco Wireless controller to the Cisco ISE  Servers ,User,Cisco ISE - Other,8/10/2022 13:19,8/10/2022 13:40
4486,312448594,Not able to login poller for CHS ,User,GTAC,8/10/2022 13:56,8/23/2022 10:10
4488,312449735,"Please reference ticket: 246854, I still have my accounts terminated and need them taken out to reapply ",User,"GTAC - Account issues, password change",8/10/2022 14:45,8/11/2022 12:36
4490,312453863,IGA EMEA ISE Device Add ,User,CISCO ISE - Network Device Update/Add/Delete,8/10/2022 16:55,8/10/2022 20:31
4491,312454862,"Former employee returning as contractor, please reactivate account.",User,"GTAC - Account issues, password change",8/10/2022 17:22,8/10/2022 21:36
4492,312455541,Create a RO Access request for the username : roil_mnsalit ,User,GTAC,8/10/2022 17:38,8/11/2022 0:23
4493,312455881,Aerojet Rocketdyne - Customer Sr. Network Engineer Landry Tafone will need access to vManager,User,GTAC,8/10/2022 17:47,9/30/2022 18:59
4494,312456293,Unable to get to the GTAC website xxxxxxx ,User,GTAC - Other,8/10/2022 17:54,8/11/2022 0:30
4495,312458178,Access to GPS ,User,ACTION Suite - Other,8/10/2022 18:51,8/23/2022 17:57
4496,312460154,Need syslogs for asset CMAAHIMI0103Z ,User,ACS Syslog Parser,8/10/2022 20:00,8/23/2022 17:59
4497,312467803,"GTAC, for user Ralph rc267p ",User,"GTAC - Account issues, password change",8/10/2022 23:46,8/16/2022 11:13
4498,312468044,I have changed my password twice and got locked out and changed it a third time and still unable to logon to jump server bhxter03.Intl.att.com ,User,"GTAC - Account issues, password change",8/10/2022 23:54,8/15/2022 13:55
4499,312471895,Change privilege level for IGA LA - Firewall ,User,GTAC,8/11/2022 2:43,8/19/2022 21:05
4500,312474830,Update Mobility Team In BRAIN,User,BRAIN Web Site,8/11/2022 5:44,8/18/2022 0:20
4501,312474960,Authorization issue - AIA devices ,User,GTAC - Other,8/11/2022 5:54,8/23/2022 6:06
4502,312478865,Need to obtain logs since January2022 for device CMAAHIMI0103Z.  ,User,SMARTS/GFP_CPE,8/11/2022 10:03,8/13/2022 11:51
4503,312480448,"Please update ""Global GCSC Base Domains"" Domain Role Group",User,GTAC,8/11/2022 12:01,8/25/2022 14:35
4504,312484886,GTAC Enable PW Change Update Delta under BlueSky Commercial Accounts ,User,Security Management,8/11/2022 15:33,8/23/2022 15:34
4505,312488387,"Swapping accounts with my colleague, please re-assign domains to new SOE's. ",User,GTAC,8/11/2022 17:25,8/13/2022 11:57
4506,312489120,Need to verify alerting for high CPU for DOJ proxies is active ,User,SMARTS/GFP_CPE,8/11/2022 17:47,8/24/2022 0:29
4508,312494224,Firewall ticket routing incorrectly into GF-GCSC-SDN instead of IN-GCSC-SOC,User,SMARTS/GFP_CPE,8/11/2022 20:41,8/23/2022 12:31
4510,312495883,Push transaction que is not processing,User,ServiceNow Day 2 Support -ISP NOW,8/11/2022 21:34,8/23/2022 18:03
4512,312500666,I can reset my password but not change it. ,User,"GTAC - Account issues, password change",8/12/2022 1:12,8/17/2022 15:28
4513,312512060,Requesting Alarm Suppression for State Farm Insurance starting at 7pm cdt on Friday (8/12)and ending at 6am cdt on Monday (8/15),User,SMARTS/GFP_CPE,8/12/2022 13:53,8/15/2022 15:03
4514,312515323,Generated a bunch of ebonding tickets unexpected that has previously need closing on 8/9 and 8/10. ,User,Unified Desktop (UD),8/12/2022 16:16,8/13/2022 12:02
4515,312516432,Hello Team I spoke with Nicola and Rose but would like the IPBB Combined data sent to the 847 server daily.  ,User,Global Delivery Data & Analytics,8/12/2022 16:55,8/18/2022 20:45
4516,312516551,There is some issue with connection between Vitalnet master and poller servers ,User,VitalNet Problems or Errors,8/12/2022 16:58,8/12/2022 19:49
4517,312516940,VitalART reports failing with  org.quartz.JobExecutionException: net.sf.jasperreports.engine.fill.JRExpressionEvalException: Error ,User,VitalNet Problems or Errors,8/12/2022 17:11,8/23/2022 10:12
4518,312519779,onboard script does not add customer under maintenance ,User,GESS SDWAN Support - Customer Onboarding,8/12/2022 18:54,9/14/2022 23:23
4519,312520057,Did not receive an alert when device went down ,User,SMARTS/GFP_CPE,8/12/2022 19:07,8/12/2022 22:27
4520,312520119,Dec 18 Eli Lilly - Singapore DC - Decommission,User,Cisco ISE - Other,8/12/2022 19:10,8/23/2022 21:39
4521,312521449,Need to check  and unblock Firewall POrt ,User,iGEMS CoE,8/12/2022 20:00,8/23/2022 18:13
4523,312525678,ISE Digicert renew for ARCADIS,User,Cisco ISE - Other,8/12/2022 23:08,8/25/2022 19:23
4524,312531095,Need to delete old controller and add new controller details for G7V site ,User,CISCO ISE - Network Device Update/Add/Delete,8/13/2022 5:31,8/13/2022 5:58
4525,312542151,"Data switches down, no SMARTS Alert/Ticket",User,SMARTS/GFP_CPE,8/13/2022 21:56,9/27/2022 19:10
4526,312562291,PW expired,User,ACS - Password reset,8/15/2022 5:29,8/15/2022 9:47
4527,312565995,Multiple tickets for the same device ,User,SMARTS/GFP_CPE,8/15/2022 11:13,8/31/2022 11:12
4528,312566655,GTAC - Grant Domain Report + Password Ruleset,User,GTAC,8/15/2022 12:18,8/17/2022 15:50
4529,312568321,Eli Lilly - Zone 2 LD7 - ISE Upgrade,User,Cisco ISE - Other,8/15/2022 14:33,9/19/2022 3:11
4530,312568701,Down devices not updating in device health ,User,iGEMS-NG (NextGEMS),8/15/2022 14:53,8/16/2022 14:34
4531,312569773,I get permission denied message when trying to download code from the Voyence server.  This seems to affect all of my users. ,User,INCM (Voyence) - Other,8/15/2022 15:30,8/15/2022 16:05
4532,312570521,Access Request - Delete ,User,GTAC,8/15/2022 15:53,8/16/2022 15:34
4534,312574022,Request to create GTAC profile for Managed DDI for new client Adidas:,User,GTAC - Other,8/15/2022 17:50,9/15/2022 20:50
4536,312577444,ISE replication failure - AMGEN ARCHITECT TEAM is seeing a great deal of these alerts and contacted ATT for review ,User,Cisco ISE,8/15/2022 19:49,8/16/2022 1:07
4537,312579802,unable to save log in AOTS# 312403205 ,User,Unified Desktop (UD),8/15/2022 21:22,8/15/2022 22:30
4538,312588028,PW Reset for cisco TACACS ,User,ACS - Password reset,8/16/2022 4:11,8/16/2022 7:38
4540,312597085,Lilly Gateway Lab - Power Maintenance - ELLYSSFCA02 LGL,User,Cisco ISE - Other,8/16/2022 14:49,9/1/2022 5:52
4541,312602897,Suspect poller issue,User,SMARTS/GFP_CPE,8/16/2022 17:34,8/18/2022 15:44
4543,312605907,Please implement this request on 8/23 anytime between 8am - 12pm EST,User,CISCO ISE - Network Device Update/Add/Delete,8/16/2022 19:10,9/13/2022 18:29
4544,312607610,GTAC  enable PW Change for Hertz domain ,User,Security Management,8/16/2022 20:12,9/22/2022 20:07
4545,312609526,Asking for additional fields to be added to existing reports,User,Global Delivery Data & Analytics,8/16/2022 21:20,9/26/2022 19:52
4546,312610770,add and code ppl2 activity code to look like holi code in productivity tool,User,Global Delivery Data & Analytics,8/16/2022 22:04,10/14/2022 14:41
4547,312612394,SNMPv3 Credentials  ,User,Security Management - Other,8/16/2022 23:05,8/18/2022 17:24
4549,312617860,PW expired,User,ACS - Password reset,8/17/2022 4:42,8/17/2022 8:08
4551,312623294,No AOTS ticket generated for VIEVPNP01001.INSIDEMEDIA.NET.GPM,User,SMARTS/GFP_CPE,8/17/2022 11:14,8/18/2022 9:12
4552,312623804,Unlock account ,User,GTAC,8/17/2022 11:45,8/23/2022 13:43
4554,312627395,"L3 team says, randomly verified on Action V3 tool for device configuration back-up , not seeing any recent backup mostly after Oct-2021 .  Requesting you please raise a ticket with tool team to look into this in urgent basis. xxxxxxx",User,ACTION Web,8/17/2022 15:22,10/12/2022 23:11
4555,312629399,Remove several GTAC domains,User,GTAC,8/17/2022 16:33,8/24/2022 0:41
4556,312630011,Please re-assign GTAC ID approval to new SOE ,User,GTAC,8/17/2022 16:52,8/23/2022 16:29
4558,312630522,ISE WK | Create ISE License Report ,User,Cisco ISE,8/17/2022 17:06,8/18/2022 1:02
4559,312632078,"unable to login poller, looks account is locked. please unlock ASAP ",User,"GTAC - Account issues, password change",8/17/2022 17:52,8/18/2022 5:26
4560,312633326,Job Running Long ,User,INCM (Voyence) - Other,8/17/2022 18:30,8/23/2022 18:02
4562,312637633,"Multiple Sites down, need to check if everything is okay from monitoring end",User,SMARTS/GFP_CPE,8/17/2022 20:45,8/22/2022 16:26
4563,312646830,Device Delete Request - MHJ/MTH - 435855 EOL  ,User,INCM (Voyence),8/18/2022 2:30,8/24/2022 15:15
4565,312653515,PW reset,User,ACS - Password reset,8/18/2022 8:19,8/22/2022 6:23
4566,312656671,while attaching template we are not seeing device on list  ,User,GESS SDWAN Support - vManage (IBM & Kyndryl),8/18/2022 11:24,8/22/2022 9:50
4567,312658637,Device Add ,User,CISCO ISE - Network Device Update/Add/Delete,8/18/2022 14:06,8/25/2022 18:59
4568,312658674,Error while checking Status of a ET created Ticket ,User,Express Ticketing,8/18/2022 14:11,9/13/2022 10:22
4569,312658910,Migrate MTIPS pollers from old servers to new ,User,SMARTS/GFP_CPE,8/18/2022 14:22,8/18/2022 15:25
4570,312660393,Change the minimum GTAC PW length to 15 for IBM BCRS Domain,User,Security Management,8/18/2022 15:33,8/30/2022 21:03
4571,312660446,Change the minimum GTAC PW length to 15 for IBM BCRS OIR Domain - under IBM BLue Sky commercial accounts. ,User,Security Management,8/18/2022 15:34,8/30/2022 21:04
4572,312660796,Unable to apply for GTAC domain access for IBM Thomson Reuters ,User,GTAC,8/18/2022 15:45,8/30/2022 22:26
4573,312661268,SNMP Timing Out,User,SMARTS/GFP_CPE,8/18/2022 16:05,9/9/2022 0:28
4574,312661577,Attn:  Tom J - WIP issues with CAG Inquiries & Tasks in PBI (Thing),User,Global Delivery Data & Analytics,8/18/2022 16:14,8/25/2022 15:06
4575,312661890,This is the second time my tacacs account has been locked. Is there a way you can run an audit to see what's locking out my credentials. Tabari Coleman ,User,"GTAC - Account issues, password change",8/18/2022 16:26,8/18/2022 17:40
4576,312662131,Lower WAP tickets to sev3 when cut,User,SMARTS/GFP_CPE,8/18/2022 16:33,8/30/2022 14:44
4577,312663347,Need Report for GPPremise_ITO_Domain ,User,Security Management,8/18/2022 17:10,8/18/2022 19:34
4578,312663337,Can't enter enable mode on Central Office network devices,User,"GTAC - Account issues, password change",8/18/2022 17:15,8/19/2022 18:00
4580,312666018,s ,User,Integrated Experience Platform (IXP),8/18/2022 18:40,8/18/2022 19:12
4581,312668451,please make mechID m20040 a lock exempt ID ,User,GTAC,8/18/2022 20:04,8/18/2022 22:25
4582,312671343,Error PHS: Failed to invoke PHS REST API PHS: Failed Due : HTTP/1.1 401 ,User,Home Grown Phone Home Server (HGPHS),8/18/2022 21:40,8/30/2022 3:03
4583,312671780,Need assets ignored by ASHE ,User,ASHE,8/18/2022 21:56,9/15/2022 16:43
4586,312673128,addtac.lmhf.template updated needed. ,User,ADDTAC - Other,8/18/2022 22:51,8/27/2022 0:19
4587,312677064,PW reset,User,ACS - Password reset,8/19/2022 2:41,8/22/2022 6:30
4589,312679935,By mistake I disabled my profile and all accounts associated with my profile were disabled.  ,User,GTAC,8/19/2022 6:16,8/22/2022 6:23
4590,312681233,Unable to access Console for St Louis New LB ,User,RCAP,8/19/2022 7:47,8/23/2022 17:41
4591,312683302,Need to add new kyndryl site controller in CIsco ISE server.,User,CISCO ISE - Network Device Update/Add/Delete,8/19/2022 10:20,8/23/2022 16:00
4592,312684232,Installing new controller in Ahmadabad location and need to add the device cisco ISE ,User,CISCO ISE - Network Device Update/Add/Delete,8/19/2022 11:34,8/23/2022 15:03
4593,312684965,"Do you have the latest polling  interval matrix ( to cut a ticket) across AT&T services (AVPN, GMIS , flexware and SDWAN).. ",User,GESS SDWAN Support,8/19/2022 12:46,8/25/2022 13:07
4594,312686123,IGA EMEA ISE Device Add,User,CISCO ISE - Network Device Update/Add/Delete,8/19/2022 14:18,8/23/2022 16:02
4596,312689460, My GTAC ID was deleted due to systems update. I need it restored with access to the MNS shared domain so I can reach the AVWOB application. ,User,"GTAC - Account issues, password change",8/19/2022 16:43,8/19/2022 17:33
4597,312689638,Requesting alarm suppression for State Farm Insurance starting on Friday (08/19/22) at 7pm CT until 6am CT on Monday (08/22/22).,User,SMARTS/GFP_CPE,8/19/2022 16:49,8/22/2022 16:03
4598,312690247,Network Operations data missing vnfr20.acss.att.com ,User,VitalNet Problems or Errors,8/19/2022 17:13,8/25/2022 17:20
4599,312690510,Create new NetBrain Domain Group in MSS_IBM_BANK_OF_IRELAND_FXOS,User,GTAC,8/19/2022 17:24,8/29/2022 10:38
4600,312690979,ERAP VitalNet aggregation stopped working,User,VitalNet Problems or Errors,8/19/2022 17:42,11/22/2022 8:52
4601,312691294,"We are seeing Arconic Corps repair tickets for Managed Edge (SDWAN) appearing on Howmets Aerospace AOTS repair reports.  On the July22 AOTs repair report, we found 21 assets under Howmet that belong to Arconic Corp.  These are two different customers.  Pl",User,BizOps Database Shared Services,8/19/2022 17:56,8/25/2022 17:19
4602,312691373,Need temporary GTAC write access ID for testing purposes for IBM Thomson Reuters account ,User,GTAC,8/19/2022 17:58,8/19/2022 22:11
4603,312691603,All Order are failing in One button,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",8/19/2022 18:09,8/19/2022 19:24
4606,312694052,provision GSSI gtac domain on Kyndryl GTAC servers,User,GTAC - Other,8/19/2022 19:50,8/19/2022 21:43
4607,312708555,"Please update ""Global GCSC Base Domains"" Domain Role Group ",User,GTAC,8/20/2022 11:50,8/24/2022 10:13
4608,312738765,To map BSO_MY_STORAGE created for TSS Storage team,User,IBM BSO RADIUS,8/22/2022 7:17,8/23/2022 6:01
4609,312741446,Unable to access Unified DesktopI can't connect via RDP to the following servers:xxxxxxxxxxxxxxFind attached word with a error screen. Last week I connect with no problem. The problem began Friday 19 August.My username is rf643u,User,Unified Desktop (UD),8/22/2022 10:35,8/29/2022 11:35
4610,312744004,Service Outage # All orders are failing in One button ,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",8/22/2022 13:51,8/22/2022 17:52
4611,312744010,PE webcheck not working - RESOLVED on C2W,User,DTAC/DSG Webcheck,8/22/2022 13:52,8/22/2022 17:56
4613,312745964,Update Reporting Hierarchy in Organizational History Dataset,User,Global Delivery Data & Analytics,8/22/2022 15:21,9/8/2022 14:35
4614,312747669,Perform the Non-DDI Log migration under GeCEP#462916 & 462917 for the Wireless Controller devices. ,User,CISCO ISE - Network Device Update/Add/Delete,8/22/2022 16:13,8/23/2022 15:58
4615,312748965,ISE Kyndryl | KSEP - I6J- ACHESON - Add new Kyndryl WLC to Kyndryl Radius Server (Kyndryl Cisco ISE Server) ,User,CISCO ISE - Network Device Update/Add/Delete,8/22/2022 16:50,8/22/2022 22:22
4616,312749791,My gtac PIN does not work ,User,GTAC,8/22/2022 17:13,8/22/2022 19:28
4617,312750737,IGA ISE Device Add ,User,CISCO ISE - Network Device Update/Add/Delete,8/22/2022 17:42,8/25/2022 22:12
4618,312751110,TEST TEST TEST Greg Stamer Will CLOSE!!!!!   SNOWMON Platform GPS Progress Workers Alarm: attbdas Initial Sys_progress_worker.Sys_ID: a33873a387cd1d10fc92fc0acebb35e9,User,RCAP,8/22/2022 17:52,8/22/2022 18:44
4619,312752909,Related to IX#243041. Please check if communication is happening ,User,ACS Syslog Parser,8/22/2022 18:52,8/25/2022 22:59
4620,312755253,Account Locked,User,NETBRAIN,8/22/2022 20:07,8/22/2022 20:53
4621,312757269,g7v-wc-c1-kyn Wireless controller Add in Radius ,User,CISCO ISE - Network Device Update/Add/Delete,8/22/2022 21:21,8/22/2022 22:58
4623,312759131,CAN'T FIND OR PRINT SHIPPING LABEL ,User,Barcode Asset Scan and Ship (BASS),8/22/2022 22:26,8/24/2022 0:29
4624,312759175,AMGEN IS REQUESTING DETAILS ON WHO ACCESSED THE AMGUEST NETWORK (DETAILS BELOW) TO TRY TO ACCESS AN AMGEN FIREWALL. ,User,Cisco ISE,8/22/2022 22:29,8/30/2022 1:08
4626,312765106,Need to un-disable my profile ,User,GTAC,8/23/2022 4:26,8/24/2022 7:57
4627,312766715,Request support for BSO V3 migration ,User,IBM BSO RADIUS,8/23/2022 6:39,9/1/2022 10:42
