Ticket,Problem_Abstract,,
309769218,"OL# 8024232 needs to cancelled in GPS

",,
309768668,GTAC Issue,,
309768665,"Set an OL to CANCELLED status 

",,
309768329,Order showing DMARC PIC link,,
309768096,"ADI Order Not Found

",,
309768104,IPBB Supercede Flag,,
309767729,Adding the Circuit Health Dashboard data to the BizOps Metrics dashboard cube,,
309767570,"Hoip does not run autofix on newly migrated node managers sngnm401, sngnm402",,
309767246,HOIP script issues,,
309767097,LTN Global Sporting KC@NYCFC Citifield PEGAD MLS feed & seperate XMIT feed,,
309766337,ESPN/NHL CALGARY 5/3/22 9AM - 5/4/22 3AM,,
309766333,ESPN/NHL CALGARY 5/3/22 9AM - 5/4/22 3AM,,
309766330,ESPN/NHL GALGARY 5/3/22 9AM - 5/4/22 3AM,,
309765602,**ODER 18M JUMPER CABLES..NYC 32C SEC/23  & NYC 2040 -01 SEC/52,,
309766149,no tkt cut for 0027042532AD,,
309765212,One Button / ATTU Router Test is failing INSTAR API. ,,
309764341,"GTAC report

",,
309763756,"procurement view of the PROCUREMENT US inbox in GPS

",,
309761545,ESPN College Park Center U. of Texas to ESPN Bristol  4- DATA TEST FEEDS,,
309761874,BFEC 544245,,
309762385,"ISAE3402 France audit 2Q2022  Axa France and Cegid - GTAC audit reports and GTAC IP and port matching PrintScreen required

",,
309761866,bfec554934,,
309761724,"""Verify Required Eng Tasks Complete "" task need to be closed for Georgia Technology Authority SR 7987572

",,
309759817,BFEC 533962,,
309760339,"Assa Abloy template update

",,
309759757,"Deactivating Warehouse Locations which are not being used May 4th 2022

",,
309758433,attbdas: isp works just fine,,
309758407,Cannot log into any GTAC domains groups MDB2_Error Cannot Change Password ,,
309758321,"ISAE3402 Nordics audit 2Q2022 - Velliv - GTAC audit reports Follow ups

",,
309758090,Router UASFWAODE0001R not in action or in node list.,,
309758093,Fluor ISE Device Update,,
309757513,MCAP Mech ID to be deleted from USAF pollers rlpv13304 and rlpv13316. ,,
309756732,CURD - Delayed assignment ,,
309752337,ASEod Order doesnt show Gray at the order level but order level shows cancelled,,
309752261,ASEoD milestone missing color code bar,,
309750300,TCP Craig Ranch,,
309746063,Eli Lilly - Zone 1 Failover,,
309745291,"Cannot look up order in Athena

",,
309745160,"Cancellation request

",,
309744870,"Unable to to access Voyence server GUI's with userid and softtoken passcode

",,
309744491,Requesting audit data from FLRRG01-ISEADM2 xxxxxxx,,
309744469,Pull in field to existing Oracle DB file. Assign to Alex Pierce,,
309743834,**GLOBE LIFE FLD,,
309744326,"addtac script on rlpv13016 is not using proper template for MTIPS

",,
309744025,1023528450- Customer shows alert on Access Circuit Schedule Confirmed however it is Green. Seller view doesn't show alert.- No alerts are clickable on Customer view. Doesn't help customer.No Alert should be showing!!!!,,
309743933,CLEARING  SPOF ON CONNECTION,,
309741910,tftp is not working on 3 new pollers.  Big impact!,,
309738522,"Please cancel OL 8020392 for Georgia Technology Authority SR 8017845

",,
309738126,4 Panel Removals,,
309737637,PEGAD DOME - V220500075 # 87623,,
309737630,PEGAD VIA V220500084 #87606,,
309737624,1080P 3G 5/7/22 8AM - 5/8/22 1900 X30,,
309736442,GOLDDATA/LUMEN FIELD 5/4/22 2130 - 5/5/22 0130,,
309737517,"Asset Records updates on spread sheet 05/03/2022

",,
309737273,"ACTION doesn't perform config audit

",,
309736428,NHL STARS 5/3/22 1500 - 5/4/22 6AM,,
309736914,tftp failing from managed devices to pollers,,
309735440,"please cancel OL# 8011530

",,
309735414,PCI 14032 MAY11TH 3AM -5AM ET,,
309735106,locked tickets not assigned via UTM,,
309734786,TRUE to change Reported Service Line from WAN to Managed_Edge on ticket create for Auto Detect tickets,,
309734548,Manual Remove from Power BI ,,
309734264,BFEC 554934,,
309734172,"Need alarm storm increased

",,
309733174,L6YX997086,,
309733804,"UniCredit Netbrain states message of stopped service

",,
309733582,Please update Radius V3 servers for Canada BSO Firewall,,
309731735,ASA management tunnel request,,
309731140,PCI 22573 MAY18TH-19TH 12AM CT- 6AM CT,,
309729717,PCI 22490 MAY15TH 8AM 6PM CT,,
309730981,"Kyndryl ISE Devices Add

",,
309729715,PCI22417 MAY14TH- 9AM-3 PM ET,,
309729932,"Kyndryl ISE Devices Add

",,
309729211,"EOLs in incorrect status

",,
309729091,"Requesting to reopen the Service Request Line for 8014409

",,
309728453,"We need someone to perform a failover for rlpv12932 due to FW migration starting at 8AM CT. Failover can be done couple minutes before the migration.

",,
309727752,"we need  to receive tickets on loop guard error for Campbell soup account , poller info  rlpv13023 , assign this ticket to Vladimir Chladek he is already looking in to this issue.",,
309722737,swap file,,
309722452,att-unman interface creates tickets,,
309718750,PSSI WWE V220400321,,
309717927,DHL lost access and cannot access CRS,,
309717587,"BD ID dhlexpbg  has a security violation on Client Request System access please clear it so user can access app in business direct

",,
309717358,Manage Files Button to upload documents says File Uploaded Success But Does Not Upload the File to Either Express Ticketing or Unified Desktop  | Example Ticket #: SA017263,,
309717112,"Asset Records updates on spread sheet 05/02/2022

",,
309716716,"
Hi Team We are facing the issue in GPS with Work order and it is fully freezed out Vendor number not generating frequently for all the IBM Thomson reuters account.Kindly fix the Issue as earliest.Work Order Number# 490755

",,
309715893,BFEC 502645,,
309715919,DOVER NASCAR - LATENCY ISSUE 19:3,,
309715145,"BD ID dhlexpbg has CRS error cant access please reset

",,
309714760,Creating PIN in Express Ticketing doesn't work,,
309714680,Express Ticketing doesn't recognize prefix,,
309713874,APIs timing out,,
309713519,"Unable to access tickets likely due to permissions issue.

",,
309713118,"I have a new computer and my login to GPS is not working.

",,
309712584,"Need to open SR line 8024285-1

",,
309712033,"MechID transferred but not visible under GTAC profile

",,
309709014,"New York Yankees Account Polling Removal

",,
309708567,"

Server Validation Response:
Either the submitted information is a duplicate, or you are not permitted to submit.<br>

",,
309708604,"**BFEC551490, 3011EL192CHCGILCGW20SNFCCA21....WMS# 242909917 :",,
309708495,"Carl Zaiss AG GmbH / SR 7988340 / OL 7988489 was cancelled in Ingot, but the feed has not reached GPS.  Could you please put OL 7988489 and WFM associated tasks to cancelled status?

",,
309708041,"**BFEC544245, 3021EL192HSTNTX01NYCMNYBW.....WMS#  242910472 :",,
309707272,"Please resend credentials to Berry Keegan

",,
309707177,"We want to review why there was no ticket for ""USMOMPXGSNC01PVCE01"" - Momentive at 4/27/2022 around 2PM ET

",,
309706479,Altria Domain -  FS176041 - IP: xxxxxxx,,
309706292,"Cancellation request

",,
309705198,Work Order LDV020122287 - LDVMG Transport: 2x100GE IOC: BRHMALMT - KSCYMO09,,
309704585,"Please close the 'Is Staging Used' task (WFM Task ID - 80666186) since unable to close it even after closing all other tasks, so that the SR 7848317 will be closed.

",,
309704286,"Unable to see request status for the CA/CM registration

",,
309704182,"On 4/28 we replaced a Steelhead ip address xxxxxxx on the network. However, the new device could not authenticate to the TACACS servers xxxxxxx and xxxxxxx using the new key.and we could not login to the device using our tacacs account",,
309702994,**GRNSBORO COLSM..CK-27,,
309702688,"Unable to change Billing router ID

",,
309700566,"Please re-open SR 7759165 for billing correction.

",,
309700319,Netbrain doesn't scan device,,
309698832,"SR# 7931670, OL# 7944878 - Wrong Account Type, should be IBM BLUE SKY

",,
309698892,"Access to GTAC Audit reports revoked due to transition to Systal - reports required for QEV/CBN

",,
309698384,"Ticket didn't trigger when circuit went down

",,
309698171,"User SC852D having issue to access IBM AIA Domain Devices

",,
309698137,"Require ""GTAC_Customer IDs by Domain"", ""GTAC_Domain_Access_Revocations"" and ""GTAC_Domain_Grant_Audit"" 

",,
309697773,"GTAC Reports

",,
309695728,BFEC587285 DOWN  Lec tkt # KE129674,,
309693095,"**WEATHER TECH RACEWY..IMSA..NEED DPO
",,
309692059,V220400803 LAFC VS MIN,,
309690873,Diamond Sports Group Bally-RSN Kings @ Oilers Data 5/4/22,,
309689282,Confirmation P220400118,,
309689265,Reference V220500001,,
309688496,Reference V220401216,,
309688495,Reference V220401215,,
309688493,Reference V220401214,,
309688492,Reference V220401213,,
309686915,?*FEDEX FLD,,
309686335,Missing backup config for multiple devices,,
309678355,V220400797 CHI VS RBNY,,
309678352,"**BALLY SPORTS CINCIN..DWN
Bally Sports Cincinnati
Bally Sports Cincinnati",,
309676752,"Alert didn't receive in UD for  Campbell's  device at Guaynabo, Guaynabo 00968PR  (Puerto Rico)  Site ",,
309673626,V220400495 Arizona Diamondbacks Cloud,,
309672594,Reference V220401212,,
309672592,Reference V220401211,,
309672587,Reference V220401210,,
309672584,Reference V220401209,,
309672582,Reference V220401207,,
309671667,Reference V220401206,,
309671665,Reference V220401205,,
309671662,Reference V220401204,,
309671659,Reference V220401203,,
309671657,Reference V220401202,,
309671655,"Confirmation Date	Apr 30, 2022 11:25
Customer	WARNER MEDIA SPORTSNET PITTSBURGH
Contact	Gina Weiss
Phone	
Event	ATTSN NHL Penguins Playoff Bookings - Round 1
ATT Reference	P220400141
Note	
",,
309671653,Reference V220401200,,
309670537,Reference V220401199,,
309670533,Reference V220401198,,
309670293,BFEC566590 nbc sh1,,
309670290,BFEC566454 - NBC  Sports Stamford Shelf 2 -,,
309670522,Reference V220401197,,
309670520,Reference V220401196,,
309670277,ESPN Request for 4/30/22 AT&T PEGAD BOOKINGS CONFIRMATIONS,,
309669343,?*ESPN GEODIS,,
309666860,Diamond Sports Group-Bally RSN Kings @ Oilers (Bally's Sports SoCal) Data 5/2/22,,
309664280,My Mech Id is not working (m23197),,
309654068,V220400922 NEW YORK YANKEES@KANSAS CITY R,,
309653803,Suppress alarms for DJIDCCTXZZ*,,
309652767,Notifications not going where corrected,,
309650424,"Not Seeing Any Pending Approvals

",,
309650173,"Issues with ADDTAC, HOIP, TFTP etc on all RLPV pollers",,
309649977,Please refer to Alex Pierce.....KMI issue with CAB employees falling under Edda Oviedo in MyCCO.,,
309649903,DARLINGTON RACEWY>LEC# AN000449>DPO TO TST TO DMRK,,
309649632,Automated Groom Schedule email not received,,
309648947,MRS/GPS Data for DOJ may be missing,,
309648241,Query: to change Severity of Automated tickets for Assets,,
309648245,"Query: How do we change the Severity of ticket for any asset when it alarms

",,
309647948,"Please CANCEL SR 7968177 for Customer: Linde AG(3PT).  It's stuck and can't be cancelled. 


",,
309645881,customer updated that ticket is not generated when the device went down. kindly investigate ,,
309645783,Attn:  Tom Johnson - Data discrepancy issues on the New PPM Power BI report - Missing IDAT AA Dates - Approximately 800 orders that IDAT AA dates on 4/25/22 are no longer showing IDAT AA Dates today,,
309645259,"Please create TACACS & RADIUS Key and Passwords for GTAC Domain USAF - DNA Center - US Only Restricted

",,
309645091,"Process problem in GPS

",,
309645021,"customer updated that ticket is not generated when the device went down.
Site  Issue:	How long device was down:
PA782  GE4 Down	8hrs
MA660  GE5 Down	8hrs
MI789  GE5 Down	3 hrs
PA728  GE5 Down	4 hrs
MA229  Hard Down	9 hrs


",,
309644581,**L6YX746996: 3021EL100GCHCGILCGW20DTRTMIBA<WMS#  242803365>,,
309644776,having an issue changing my jf5159 gtac password,,
309644573,**BFEC551490: 3011EL192CHCGILCGW20SNFCCA21<WMS# 242902513>,,
309644231,Eli Lilly Shanghai Guest ISE Certificate Install,,
309643863,"This request is to add the following command to mechid m68458 nologin profile on mesaview1.gcsc.att.com  /home/m68458/bin/runit 

",,
309643635,"Errors with Find IP functionality in ACTION

",,
309642307,"I am not able to use GPS tool.

",,
309641709,"Please close the 'Select Correct Procurement Process' task  (WFM Task ID - 80074473) since unable to close it even after closing all other tasks, so that the SR 7848317 will be closed.

",,
309641765,NHRA New England Dragway,,
309641625,"Access Circuit Scheduled Confirmed Milestone Scheduled Date Not Updating

",,
309640314,"Netbrain Access verification

",,
309640256,"Please add CTDI Argentina

",,
309638875,PCI =  22548...May 10 2022 12:00AM (PT) - May 11 2022 12:00AM (PT),,
309639092,IGA ISE Device Add,,
309638803,"Remove Domain from ToolID/Mechid 

",,
309637027,"When trying to change password getting pop up of ""Fatal Error""

",,
309636093,"new list to be updated

",,
309635980,"there were no auto detect tickets cut for the 3 switches down event with Global Managed Svcs Center (GS-GCSC-HMC Active Org) for MLAN service line.


",,
309634987," IBM / US - 8014106 / OUTSOURCING

",,
309634025,"Update of Account type

",,
309630271,Need Ciena Licenses Loaded to Application,,
309627764,"Adding Warehouse Loc GPS-US-COMMON under Solutions (5) MRS account type 04282022.xls

",,
309626372,Nassau Veterans Coliseum,,
309626206,FMn13474 table was hung on rlpv13116,,
309625512,Requesting alarm suppression for State Farm Insurance starting on Friday (04/29) at 7pm CT until 6am CT on Monday (05/02).,,
309625201,"Asset Records updates on spread sheet 04/28/2022

",,
309625150,cancel ticket - checking routing,,
309624401,addtac not running right,,
309623955,Add Data Sets to Sunburst-Prodapt PBI Workspace,,
309622769,"We are unable to cancel the CR# 5048886 SR# 8015183 due to work order is fully freezed out not able to cancel the work order as well.

",,
309622735,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309622732,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309622151,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309622148,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309622144,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309622138,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309621674,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309621671,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309621664,UNIVISION MIAMI VS DC UNITED 4/14/22 1800 - 2300,,
309621659,UNIVISION MIAMI VS DC  UNITED 5/14/22 1800 - 2300,,
309621416,cannot open ticket to customer care,,
309620397,L6YX746996,,
309621098,"rlpv10013 - Addtac script not working. Grua UDOS. Script not picking SNMP RW string and stops at one point. please check below log. Currently router xxxxxxx is added with manual tacacs, pls check the script",,
309620082,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309620078,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309620075,UNIVISION MIAMI VS DC UNITED  5/14/22 1800 - 2300,,
309620068,UNIVISION MIAMI VS DC UNITED 5/14/22 1800 - 2300,,
309619298,UNIVISION MIAMI vs DC UNITED 5/14/22 1800 - 2300,,
309619133,BFEC 513572,,
309616792,"Please check & investigate as why there was no proactive ticket cut for GP-Charleston-VC01 asset (NFI industries) when event was seen at Thu Apr 28, 18:04:30 IST that Edge is down/not communicating with orchestrator.",,
309616331,not assigning tickets/task based on Round Robin model,,
309616324,"Unable to open a ticket

",,
309616142,Unable to access a ticket 309606979,,
309615491,"NASCAR/DOVER V220400523, 524, 525 & 526",,
309615411,Order report for SORD West region for sales code of  PBLKATJST.  CALNET conversion. ,,
309614253,Diamond Sports Group Bally RSN Angels Cloud Control (Angels @ White Sox) Data,,
309614485,BFEC 568011,,
309614427,GTAC - Issue,,
309613923,"Please close the task -perform GPS order-5048421

",,
309613857,"Please close the perform GPS order  task #5047407 

",,
309612927,V220400725 - # 87170,,
309613237,Received a false alert,,
309612923,UNIVISION/MLS MIAMI vs DC UNITED 5/14/22 1800 - 2300,,
309613150,"We are unable to cancel the CR# 5046943 SR# 8010024 due to work order is fully freezed out not able to cancel the work order as well.

",,
309612971,"We are unable to cancel the CR# 5046959 SR# 8011345 due to work order is fully freezed out not able to cancel the work order as well.

",,
309611835,NBA/PHIL 76ERS @ TORONTO RAPTORS 4/28/22 1430 - 4/29/22 0030,,
309612667,Configure a new GTAC Domain Name,,
309611830,**TTU NASSAU COLISEUM,,
309611829,PCI 14025 May6th 2AM-4AM ET,,
309611827,V220401040 # 87163,,
309611823,BFEC 551490,,
309612454,"NCDURH4MSJSXA04 & azmesa3msjsxa11  IPv6 addresses window JS

",,
309612397,"We are unable to cancel the CR# 5046937 SR#  8009989 due to work order is fully freezed out not able to cancel the work order as well.

",,
309611821,V220400489 # 87167,,
309612168,"Experiencing issue to access Cisco Prime GUI 

",,
309612039,"test ticket only

",,
309611410,"Please close the SR #7999764  

",,
309610936,"Open the ""Initiate Equipment Retrieval"" task in GPS

",,
309610620,?*DNVR01AS/6 - SLKC1-11-1<WMS# 242802346>BFEC607304..FCS ERRS,,
309609933,MNBN YOU TUBE REHEARSAL 4/28/22 CUBS VS BRAVES 2 -TRANSMITS,,
309610442,"2 PE webcheck issues (LE Notes fail, Sconario finder error)",,
309610511,Unable to publish to repository - Classic Services Request Management,,
309609857,Syslog Alert not ticketed for Spanning Tree block/unblock happened multiple alerts,,
309609778,Monitoring of APs,,
309609292,BFEC 560621,,
309608260,All AVPN orders missing VLAN Details page,,
309607837,"Reopen Service Line

",,
309607772,Firepower management tunnel request,,
309607759,"MRS GCSC troubleshooting an ADI circuit for Kyndryl Broadridge Client.  (AT&T has already begun implementation, so we need to resolve this problem soon.  We would appreciate your response as quickly as possible.)",,
309606651,"Last 30 days of authentication activities on the WPP Account for UID mmaji_ibmwpp

",,
309606680,"Need to change SI Time in Service request number #8011980.

",,
309605344,Inventory - multidimensional cube to tabular model conversion,,
309604811,Need information on iGems ticketing high memory utilization for Switch Cisco WS-C2960S-48FPS-L ,,
309604088,WPP pollers gt3 scripts problem,,
309599815,"Multiple ticket generated with SNMP agent is unresponsive at 2022-04-24 03:16:56

",,
309596465,ASN RM  V191100128,,
309595925,customer monitoring system says device is up but we got down alert,,
309595238,?*NHRA<Z - MAX>,,
309594286,"Please create TACACS & RADIUS Key and passwords for GTAC Domain  MSS_FXOS_USAF (US Only Restricted)

",,
309593905,"Adding Warehouse Loc GPS-SSSMLAN-AR under Solutions (5) and for MLAN customers MLAN account type 04272022.xls

",,
309593705,"Asset Records updates on spread sheet 04/27/2022

",,
309592909,"device MSG_STORM_DETECTION, problem abstract: MSGGROUP' 'Cisco' , No of messages generated crosses the threshold of '50' at 15:06:43. ",,
309591692,"IUserID: ""Lilly,SE"" (zp9999) missing

",,
309590641,"Prod phs server's certificate expiry on 13th May 2022

",,
309589882,PCI 14022  MAY5TH 1 AM-3AM ET,,
309589881,UNIVISION P220400111 MXNT- Mexico vs Guatemala Change start times to 16:00,,
309589604,"since  last week no longer able to pull up orders, they come back not found.  ",,
309588961,"Unable to apply the SID's provided by the Customer. Please update GPS to reflect the SID's as below.
FREWALL-B3-COE-POS	ENH-MGMT-DUAL APPL	ALL-DEVICES	MGMT-ONLY


",,
309588614,?*KY DERBY,,
309588812,One Button/ ATTU Router test is failing for RFC2544 test (Spirent),,
309588325,HALO Government Indicator ,,
309587126,"I get error code when I attempt to change my password

",,
309585494,One Button is failing for INSTAR API,,
309585112,"ISAE3402 Nordics audit 2Q2022 - Velliv - GTAC audit reports and GTAC IP and port matching PrintScreen required 

",,
309584934,L6YX800904,,
309584871,"Standard interval updated Wrongly - Need to correct it

",,
309583538,VCO events not creating a proactive ticket in AOTS,,
309582385,"Cancel the SR's

",,
309581799,No ticket for BGP neighbor down - rlpv12972,,
309581619,Reactivate GTAC for jt0546,,
309581489,"Reopen SR / SR Line

",,
309581167,?*CHCGILCGHA5 - POP<100G PORT ADD>,,
309580780,*?*BARCLAYS CTR<BMP# 242700601>BFEC605810,,
309580639,Attn: Mohan - FFLOW Revenue Recovery - Revenue Value Change,,
309580304,Equipment Delivered Date on Athena Dashboard shows the date the Equipment documents created not the delivered date.,,
309580003,"Error when pulling device config

",,
309580110,"Customer requires modification on existing CoS profile ""QUOH_TC2""",,
309580034,"Cancelation request 

",,
309579979,"cancellation request 

",,
309579721,"cancelation request

",,
309579657,FOX SPORTS USFL WEEK 3 4/27/22 9AM - 5/1/22 2330 X30,,
309579320,BFEC 587105,,
309579700,"Check rules for alerts for Internal Data interfaces being down 

",,
309578113,FOX SPORTS WEEK3 4/27/22 9AM - 5/1/22 2330 X30,,
309579469,Cannot look up orders in Athena,,
309578111,FOX SPORTS USFL WEEK3 4/27/22 9AM - 5/1/22 2330 X30,,
309579423,"Cancellation request

",,
309579184,"Cancelation request

",,
309579210,"rlpv13052 does not have an action addtac configuration file

",,
309579115,"Cancelation request

",,
309579072,"Cancellation request 

",,
309578968,"GTAC password change errors out, all rules met and attempted on multiple browsers

",,
309578893,"Cancelation request

",,
309578105,FOX SPORTS USFL WEEK 3 4/27/22 9AM - 5/1/22 2330 X30,,
309578099,FOX SPORTS USFL WEEK 3 4/27/222 9AM - 5/1/22 2330 X30,,
309577818,"GPS - Not getting Closed Task - Load Customer Supplied Inventory

",,
309577779,No ticket cut for asset FRLUGSEYNFR01R01 No event messages for asset FRLUGSVF4FR01R01,,
309576954,"Please reopen the SR # 7999764 , need to update assest details

",,
309576945,"Please re-open SR 7759091 for billing correction

",,
309576702,proactive ticket not created ,,
309575653," long response times on the mgmt of Stellantis (ex-FCA) F5 switches - reqeust if there is a script on poller rlpv12651 that could potentially trigger the issues 

",,
309575692,Ticket is generated for this asset multiple times. Event traps showing traps of other router ID some of other customers. ,,
309575545,Unable to create GBSOMS order through Service Now,,
309574461,"My name can not be found in requestor when I create the new request

",,
309574518,ISE WK | Endpoint ID on Two Different Switches,,
309574207,"Reopen the SR

",,
309574150,"Need to know from which DB UD/AOTS gets the SDWAN orchestrartor URL 

",,
309573978,"Grand audit log and list of removed user accounts (including customer accounts)

",,
309573535,"High CPU issue on USDXCANAPOH01S0069-01We got an update from Cisco, that these high utilization spikes might be caused due to over polling. A healthy polling number is below 500 requests. Please find the mail attached for more details.Some recommendati",,
309573324,Unable to access the server VIA SSH MESGTAC236.GCSC.ATT.COM,,
309573190,"AD ticket not generated for device non reach-ability at 2 different sites. Sites were isolated.

",,
309572291,Need to reset the GTAC password as it got expired,,
309568616,**BARCLAYS CTR<RCN# 484129>,,
309568051,"Order shows incorrect PA ID

",,
309564840,?*GLOBE LIFE FLD..ASN SW  #V220401007<LEC# KW001194>,,
309564827,AT&T SN  V210900974,,
309564486,CNJIADEASR2 New York Life Insurance device. BGP went down 12 weeks on this device and we failed to generate a incident ticket. ,,
309563808,"Asset Records updates on spread sheet 04/26/2022

",,
309563348,"All OB test failing at Internet Activation

",,
309563141,"Please reopen this SR and SR Line- 7923632,7923633 and 7923632-1,7923633-1

",,
309562878,"Requesting an extract of the current filter files for ERSC OBM

",,
309561627,Diamond Sports Group-Bally RSN Cloud Control St. Louis Cardinals 11 - Games,,
309562316,"USUAFNOAFNE76S21 down, no ticket generated.",,
309561770,"Remove access: Chains

",,
309561371,Device USUAFNOAFNE58S59 did not create at ticket even though there are events in poller log,,
309560811,Change process for Efficiency (OM) in the Disconnect COE - Refer this ticket to Alex Pierce,,
309560699,"Missing Milestone ~ others under ""SES Escalation Template""  ",,
309559465,"GPS ISSUE

",,
309559259,BFEC 568294,,
309559278,"Unable to access xxxxxxx/

",,
309558952,"Reports not being received by email

",,
309558892,"Devices back up not being even seen for two switches, but other devices on the same network can be seem",,
309558507,Unable to view ticket 242001435 with PIN,,
309558255,Unable to view open ticket 309367155 and 309375039,,
309558222,NON HALO IPFlex Cycle Time adjustment,,
309558170,HALODO Report not reflecting correct WIP,,
309557685,Attn: Mohan - Need to add Wipro SLS Codes: 649G61W and 649G62W to the drop down menu in FFLOW,,
309557512,Partial Config pull by AP Voyence Container for Couple of ASA firewalls AP Voyence URL xxxxxxx:8880/voyence/powerup.jnlp,,
309556097,"SR 7995309 - National Railroad Passenger Corp (Amtrak) - part C9200L-48P-4X-A shows status in stock PO instead of reserved

",,
309554077,BFEC 504640,,
309554210,IBM Fannie Mae Device USIBFMFREMD01R0022 had a cable come unlpugged on GigabitEthernet0 and no auto ticket generated,,
309553911,Monitor the number of files in a directory for M&R BackEnd VMs,,
309553975,PCI =  14017...May  4 2022  5:00AM (ET) - May  4 2022  6:00AM (ET),,
309552328,MLBN APPLE TV 5/27/22 1300 - 5/28/22 4AM,,
309552323,MLBN APPLE TV 5/27/22 1300 - 5/28/22 4AM,,
309552386,"SR is not getting cancelled

",,
309552379,"SR is not getting cancelled

",,
309552318,MLBN APPLE TV 5/27/22 1400 - 5/28/22 4AM,,
309552314,"enable password incorrect for IBM BCBS Michigan

",,
309551978,MLBN APPLE TV 5/27/22 1400 AM - 5/28/22 4AM,,
309551974,MLBN APPLE TV 5/27/22 11AM - 5/28/22 2AM,,
309551969,MLBN APPLE TX 5/27/22 11AM - 5/28/22 2AM,,
309551964,MLBN APPLE TV 5/20/22 1300 - 5/21/22 4M,,
309551957,MLBN APPLE TV 5/20/22 1300 - 5/21/22 4AM,,
309551400,MLBN APPLE TV 5/20/22 1400 - 5/21/22 4AM,,
309551616,Please create a read-only TACACS account for Dhillibabu Sappidi,,
309551386,MLNB APPLE TV 5/20/22  1400AM - 5/21/22  4AM,,
309551380,MLBN APPLE TV 5/20/22 11A - 5/21/22 2AM,,
309551298,"getting error while closing Test and Turn up tasks (WFM Task ID - 80521586 & 80521603.)

",,
309551039,MLBN APPLE TV 5/20/22 11AM 05/21/22 2AM,,
309551028,MLBN APPLE TV 5/13/22 1300 -  5/14/22 4AM,,
309551022,MLBN APPLE TV 5/13/22 1300 - 5/14/22 4AM,,
309550656,MLBN APPLE TV 5/13/22 1400 - 5/14/22 4AM,,
309550644,MLBN APPLE TV 5/13/22 1400 - 5/14/22 4AM,,
309550638,MLBN APPLE TV 5/13/22 11AM - 5/13/22 2AM,,
309550249,MLBN APPLE TV 5/13/22 11AM - 5/13/22 2AM,,
309550239,MLBN APPLE TV 5/6/22 1300 - 5/7/22 4AM,,
309550235,MLBN APPLE TV 5/6/22 1300 - 5/7/22 4AM,,
309550230,MLBN APPLE TV 5/6/22 1400 - 5/7/22 4AM,,
309549793,MLBN APPLE TV 5/6/22 1400 - 5/7/22 4AM,,
309548968,PCI =  14016...Apr 29 2022  2:00AM (ET) - Apr 29 2022  4:00AM (ET),,
309549787,MLBN APPLE TV 5/6/22 11AM - 5/7/22 2AM,,
309549782,MLBN APPLE TV 5/6/22 11AM - 5/7/22 2AM,,
309549777,MLBN APPLE TV 4/29/22 1300 - 4/30/22 4AM,,
309549774,MLBN APPLE TV 4/29/22 1300 - 4/30/22 4AM,,
309548931,MLBN APPLE TV 429/22 1400 - 4/30/22 4AM,,
309548928,MLBN APPLE TV 4/29/22 1400- 4/29/22 4AM,,
309549270,"Different asset in problem abstract 

",,
309549063,Unable to open anything in UD i get the following message.  ERROR: M5::REST::EFMS::OrderService->call(): 500 Can't connect to zlp25199.vci.att.com:31570 (Connection refused),,
309548911,MLBN APPLE TV 429/22 11AM - 4/30/22 2AM,,
309548867,EAD shows incorrect Target date,,
309547798,L6YX800904  BMP 242600942 CHCGILMDX03P_32C P133/S5 100GbE LSANCAMDX03P_32C P131/S3,,
309547937,PCI =  14015...Apr 29 2022  4:00AM (ET) - Apr 29 2022  8:00AM (ET),,
309548240,MLBN APPLE TV 4/29/22 11AM - 4/30/22 2AM,,
309547936,PCI =  14014...May  3 2022  3:00AM (ET) - May  3 2022  6:00AM (ET),,
309548528,when trying to setup mm802j_LEAM_SKILL windows prompts for debugger ,,
309547659,"Getting Error!! Requested User is not authorized user when access xxxxxxx/gpsid/dashboard#/

",,
309547261,"IBM IGA (Blue Sky) / US - 8002808 / IBM BLUE INTER...

",,
309547213,"IBM IGA (Blue Sky) / US - 8002809 / IBM BLUE INTER...

",,
309547142,Webcheck cannot connect to routers in AP region,,
309547119," IBM IGA (Blue Sky) / US - 8002810 / IBM BLUE INTER...

",,
309546987,CRUD_API Meaning ,,
309546929,"IBM IGA  SR#8002811 OL# 8002821

",,
309546395,"No proactive ticket created, Velocloud device lost HA connectivity but no proactive ticket was created. Event logs from the device attached.

",,
309545921,Unable to create BMP for circuit ID        IUEC.612361..ATI ,,
309545688,"Test - update the file to the ticket via IX

",,
309545597,"COLAS VCE-HRV-JASEN-JASENICE did not have an alert after today's outage

",,
309544974,Project Frontier Wave 6 May - User Removal,,
